ID,Text
cGameSceneNPCScriptReference0322,"Whoa! Look,<BR><NAME>, we’re<BR>outside."
cGameSceneNPCScriptReference0323,Let’s take<BR>a look down<BR>from the<BR>observation<BR>deck.
cGameSceneNPCScriptReference0325,"Whoa, we’re so<BR>high up!<BR>The Mikasa’s<BR>huge!"
cGameSceneNPCScriptReference0326,"The Mikasa’s<BR>over 1000<BR>meters tall,<BR>you know."
cGameSceneNPCScriptReference0328,"Huh…<BR>It sure is<BR>huge, alright.<BR>Gotta be<BR>careful not to<BR>fall."
cGameSceneNPCScriptReference032A,1000 meters?!<BR>Eek!<BR>I’ll be extra<BR>careful not to<BR>fall!
cGameSceneNPCScriptReference032B,Heehee…<BR>I think you<BR>ought to be<BR>fine…
cGameSceneNPCScriptReference032C,But do be<BR>careful not to<BR>drop anything<BR>from up here.
cGameSceneNPCScriptReference032D,"There’s a park<BR>down there,<BR>so if anything<BR>here falls,<BR>it might hit<BR>someone."
cGameSceneNPCScriptReference032E,… Huh?!<BR>It’s not here…<BR>It’s gone!<BR>I could’ve<BR>sworn it was<BR>here…
cGameSceneNPCScriptReference032F,"What’s wrong,<BR>Sakura?"
cGameSceneNPCScriptReference0330,"U-Um… Well…<BR>It seems I’ve,<BR>uh…<BR>Dropped<BR>something…"
cGameSceneNPCScriptReference0331,Huh? Didn’t<BR>you just<BR>tell me to be<BR>careful not to<BR>drop anything?
cGameSceneNPCScriptReference0332,"No, not like<BR>that.<BR>I lost<BR>something on<BR>the way here."
cGameSceneNPCScriptReference0333,"It was, um, my<BR>wallet…"
cGameSceneNPCScriptReference0334,Huh? Your<BR>wallet?!
cGameSceneNPCScriptReference0335,!!
cGameSceneNPCScriptReference0336,Ugah!<BR>What’s this<BR>pink thing?
cGameSceneNPCScriptReference0337,Ah! <NAME>!<BR>That demon’s<BR>got my wallet!
cGameSceneNPCScriptReference0338,That pink<BR>wallet’s mine!<BR>Give it back!
cGameSceneNPCScriptReference0339,Ugah? This<BR>thing?<BR>It’s mine!<BR>Finders<BR>keepers!
cGameSceneNPCScriptReference033A,"If you want<BR>it, then fight<BR>me for it,<BR>ugah!"
cGameSceneNPCScriptReference033B,Thank goodness<BR>I got my<BR>precious<BR>wallet back…
cGameSceneNPCScriptReference033C,"That’s great,<BR>Sakura…"
cGameSceneNPCScriptReference033D,But shouldn’t<BR>you have left<BR>something<BR>that important<BR>back at the<BR>Theater?
cGameSceneNPCScriptReference033E,"Well, sure,<BR>but…<BR>This wallet is<BR>very special<BR>to me.<BR>My father gave<BR>it to me."
cGameSceneNPCScriptReference033F,"I feel safer<BR>when I have it<BR>with me, like<BR>my father is<BR>watching over<BR>me…"
cGameSceneNPCScriptReference0340,"So it’s a<BR>protective<BR>charm of<BR>sorts, huh?"
cGameSceneNPCScriptReference0341,"Heehee, that’s<BR>right."
cGameSceneNPCScriptReference0342,"Whoa! Look,<BR><NAME>, we’re<BR>outside."
cGameSceneNPCScriptReference0343,Let’s take<BR>a look down<BR>from the<BR>observation<BR>deck.
cGameSceneNPCScriptReference0345,"Eek, we’re so<BR>high up!<BR>The Mikasa’s<BR>huge!"
cGameSceneNPCScriptReference0346,"The Mikasa’s<BR>over 1000<BR>meters tall,<BR>you know."
cGameSceneNPCScriptReference0348,"…<BR>That sure is<BR>tall, alright.<BR>I’ll have to<BR>be careful not<BR>to fall."
cGameSceneNPCScriptReference034A,1000 meters?!<BR>Eek!<BR>I’ll be extra<BR>careful not to<BR>fall!
cGameSceneNPCScriptReference034B,Heehee…<BR>I think you<BR>ought to be<BR>fine…
cGameSceneNPCScriptReference034C,But do be<BR>careful not to<BR>drop anything<BR>from up here.
cGameSceneNPCScriptReference034D,"There’s a park<BR>down there,<BR>so if anything<BR>here falls,<BR>it might hit<BR>someone."
cGameSceneNPCScriptReference034E,… Huh?!<BR>It’s not here…<BR>It’s gone!<BR>I could’ve<BR>sworn it was<BR>here…
cGameSceneNPCScriptReference034F,"Is something<BR>the matter,<BR>Sakura?"
cGameSceneNPCScriptReference0350,"U-Um… Well…<BR>It seems I’ve,<BR>uh…<BR>Dropped<BR>something…"
cGameSceneNPCScriptReference0351,Huh? Didn’t<BR>you just<BR>tell me to be<BR>careful not to<BR>drop anything?
cGameSceneNPCScriptReference0352,"No, not like<BR>that.<BR>I lost<BR>something on<BR>the way here."
cGameSceneNPCScriptReference0353,"It was, um, my<BR>wallet…"
cGameSceneNPCScriptReference0354,Huh? Your<BR>wallet?!
cGameSceneNPCScriptReference0355,!!
cGameSceneNPCScriptReference0356,Ugah!<BR>What’s this<BR>pink thing?
cGameSceneNPCScriptReference0357,Ah! <NAME>!<BR>That demon’s<BR>got my wallet!
cGameSceneNPCScriptReference0358,That pink<BR>wallet’s mine!<BR>Give it back!
cGameSceneNPCScriptReference0359,Ugah? This<BR>thing?<BR>It’s mine!<BR>Finders<BR>keepers!
cGameSceneNPCScriptReference035A,"If you want<BR>it, then fight<BR>me for it,<BR>ugah!"
cGameSceneNPCScriptReference035B,Thank goodness<BR>I got my<BR>precious<BR>wallet back…
cGameSceneNPCScriptReference035C,"That’s great,<BR>Sakura…"
cGameSceneNPCScriptReference035D,But shouldn’t<BR>you have left<BR>something<BR>that important<BR>back at the<BR>Theater?
cGameSceneNPCScriptReference035E,"Well, sure,<BR>but…<BR>This wallet is<BR>very special<BR>to me.<BR>My father gave<BR>it to me."
cGameSceneNPCScriptReference035F,"I feel safer<BR>when I have it<BR>with me, like<BR>my father is<BR>watching over<BR>me…"
cGameSceneNPCScriptReference0360,"So it’s a<BR>protective<BR>charm of<BR>sorts, huh?"
cGameSceneNPCScriptReference0361,"Yes, that’s<BR>right."
